=== START Cell A (ramp_down) at 2026-05-26T08:17:46Z ===
logs/0751e570-5cd5-44ba-882b-b40c88951ec3.txt
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: W&B API key is configured. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.26.1
wandb: Run data is saved locally in /workspace/senpai/target/wandb/run-20260526_081752-1oez0e2z
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run wd-sched-A-ramp_down-n1
wandb: ⭐️ View project at https://wandb.ai/wandb-applied-ai-team/modded-nanogpt-senpai
wandb: 🚀 View run at https://wandb.ai/wandb-applied-ai-team/modded-nanogpt-senpai/runs/1oez0e2z
[init] mode=musoft  L=12  block_residual_attn.proj_std=0.005984
step:0/3250 val_loss:10.82583 train_time:0.002s step_avg:nanms
step:1/3250 train_time:23.784s step_avg:23783.92ms
step:225/3250 train_time:468.515s step_avg:2082.29ms
step:226/3250 train_time:470.340s step_avg:2081.15ms
step:227/3250 train_time:472.164s step_avg:2080.02ms
step:228/3250 train_time:473.987s step_avg:2078.89ms
step:229/3250 train_time:475.812s step_avg:2077.78ms
step:230/3250 train_time:477.637s step_avg:2076.68ms
step:231/3250 train_time:479.461s step_avg:2075.59ms
step:232/3250 train_time:481.285s step_avg:2074.51ms
step:233/3250 train_time:483.109s step_avg:2073.43ms
step:234/3250 train_time:484.933s step_avg:2072.36ms
step:235/3250 train_time:486.757s step_avg:2071.31ms
step:236/3250 train_time:488.582s step_avg:2070.26ms
step:237/3250 train_time:490.406s step_avg:2069.22ms
step:238/3250 train_time:492.230s step_avg:2068.19ms
step:239/3250 train_time:494.053s step_avg:2067.17ms
step:240/3250 train_time:495.878s step_avg:2066.16ms
step:241/3250 train_time:498.537s step_avg:2068.62ms
step:242/3250 train_time:500.361s step_avg:2067.61ms
step:243/3250 train_time:502.186s step_avg:2066.61ms
step:244/3250 train_time:504.011s step_avg:2065.62ms
step:245/3250 train_time:505.835s step_avg:2064.63ms
step:246/3250 train_time:507.659s step_avg:2063.66ms
step:247/3250 train_time:509.484s step_avg:2062.69ms
step:248/3250 train_time:511.309s step_avg:2061.73ms
step:249/3250 train_time:513.133s step_avg:2060.77ms
step:250/3250 train_time:515.292s step_avg:2061.17ms
step:250/3250 val_loss:4.06321 train_time:515.293s step_avg:1890.05ms
step:251/3250 train_time:517.117s step_avg:2060.23ms
step:252/3250 train_time:518.943s step_avg:2059.30ms
step:253/3250 train_time:520.768s step_avg:2058.37ms
step:254/3250 train_time:522.592s step_avg:2057.45ms
step:255/3250 train_time:524.416s step_avg:2056.53ms
step:256/3250 train_time:526.240s step_avg:2055.63ms
step:257/3250 train_time:528.899s step_avg:2057.97ms
step:258/3250 train_time:530.722s step_avg:2057.06ms
step:259/3250 train_time:532.544s step_avg:2056.16ms
step:260/3250 train_time:534.368s step_avg:2055.26ms
step:261/3250 train_time:536.192s step_avg:2054.38ms
step:262/3250 train_time:538.016s step_avg:2053.50ms
step:263/3250 train_time:539.839s step_avg:2052.62ms
step:264/3250 train_time:541.662s step_avg:2051.75ms
step:265/3250 train_time:543.486s step_avg:2050.89ms
step:266/3250 train_time:545.311s step_avg:2050.04ms
step:267/3250 train_time:547.136s step_avg:2049.20ms
step:268/3250 train_time:548.959s step_avg:2048.35ms
step:269/3250 train_time:550.783s step_avg:2047.52ms
step:270/3250 train_time:552.607s step_avg:2046.69ms
step:271/3250 train_time:554.430s step_avg:2045.87ms
step:272/3250 train_time:556.254s step_avg:2045.05ms
step:273/3250 train_time:558.911s step_avg:2047.29ms
step:274/3250 train_time:560.734s step_avg:2046.48ms
step:275/3250 train_time:562.830s step_avg:2046.65ms
step:276/3250 train_time:564.652s step_avg:2045.84ms
step:277/3250 train_time:566.476s step_avg:2045.04ms
step:278/3250 train_time:568.299s step_avg:2044.24ms
step:279/3250 train_time:570.122s step_avg:2043.45ms
step:280/3250 train_time:571.946s step_avg:2042.66ms
step:281/3250 train_time:573.769s step_avg:2041.88ms
step:282/3250 train_time:575.594s step_avg:2041.11ms
step:283/3250 train_time:577.416s step_avg:2040.34ms
step:284/3250 train_time:579.240s step_avg:2039.58ms
step:285/3250 train_time:581.063s step_avg:2038.82ms
step:286/3250 train_time:582.886s step_avg:2038.06ms
step:287/3250 train_time:584.710s step_avg:2037.32ms
step:288/3250 train_time:586.534s step_avg:2036.58ms
step:289/3250 train_time:589.192s step_avg:2038.73ms
step:290/3250 train_time:591.014s step_avg:2037.98ms
step:291/3250 train_time:592.837s step_avg:2037.24ms
step:292/3250 train_time:594.660s step_avg:2036.51ms
step:293/3250 train_time:596.484s step_avg:2035.78ms
step:294/3250 train_time:598.307s step_avg:2035.06ms
step:295/3250 train_time:600.130s step_avg:2034.34ms
step:296/3250 train_time:601.953s step_avg:2033.62ms
step:297/3250 train_time:603.776s step_avg:2032.92ms
step:298/3250 train_time:605.600s step_avg:2032.22ms
step:299/3250 train_time:607.423s step_avg:2031.52ms
step:300/3250 train_time:609.519s step_avg:2031.73ms
step:301/3250 train_time:611.341s step_avg:2031.03ms
step:302/3250 train_time:613.164s step_avg:2030.34ms
step:303/3250 train_time:614.987s step_avg:2029.66ms
step:304/3250 train_time:616.811s step_avg:2028.98ms
step:305/3250 train_time:619.469s step_avg:2031.04ms
step:306/3250 train_time:621.291s step_avg:2030.36ms
step:307/3250 train_time:623.116s step_avg:2029.69ms
step:308/3250 train_time:624.938s step_avg:2029.02ms
step:309/3250 train_time:626.761s step_avg:2028.35ms
step:310/3250 train_time:628.583s step_avg:2027.69ms
step:311/3250 train_time:630.406s step_avg:2027.03ms
step:312/3250 train_time:632.229s step_avg:2026.38ms
step:313/3250 train_time:634.052s step_avg:2025.72ms
step:314/3250 train_time:635.874s step_avg:2025.08ms
step:315/3250 train_time:637.697s step_avg:2024.43ms
step:316/3250 train_time:639.520s step_avg:2023.80ms
step:317/3250 train_time:641.342s step_avg:2023.16ms
step:318/3250 train_time:643.165s step_avg:2022.53ms
step:319/3250 train_time:644.987s step_avg:2021.90ms
step:320/3250 train_time:646.810s step_avg:2021.28ms
step:321/3250 train_time:649.469s step_avg:2023.27ms
step:322/3250 train_time:651.291s step_avg:2022.64ms
step:323/3250 train_time:653.114s step_avg:2022.02ms
step:324/3250 train_time:654.937s step_avg:2021.41ms
step:325/3250 train_time:657.032s step_avg:2021.64ms
step:326/3250 train_time:658.855s step_avg:2021.03ms
step:327/3250 train_time:660.678s step_avg:2020.42ms
step:328/3250 train_time:662.499s step_avg:2019.82ms
step:329/3250 train_time:664.321s step_avg:2019.21ms
step:330/3250 train_time:666.145s step_avg:2018.62ms
step:331/3250 train_time:667.968s step_avg:2018.03ms
step:332/3250 train_time:669.791s step_avg:2017.44ms
step:333/3250 train_time:671.613s step_avg:2016.86ms
step:334/3250 train_time:673.436s step_avg:2016.27ms
step:335/3250 train_time:675.260s step_avg:2015.70ms
step:336/3250 train_time:677.083s step_avg:2015.13ms
step:337/3250 train_time:679.740s step_avg:2017.03ms
step:338/3250 train_time:681.562s step_avg:2016.46ms
step:339/3250 train_time:683.385s step_avg:2015.88ms
step:340/3250 train_time:685.207s step_avg:2015.31ms
step:341/3250 train_time:687.029s step_avg:2014.75ms
step:342/3250 train_time:688.851s step_avg:2014.19ms
step:343/3250 train_time:690.674s step_avg:2013.63ms
step:344/3250 train_time:692.498s step_avg:2013.07ms
step:345/3250 train_time:694.320s step_avg:2012.52ms
step:346/3250 train_time:696.142s step_avg:2011.97ms
step:347/3250 train_time:697.964s step_avg:2011.42ms
step:348/3250 train_time:699.787s step_avg:2010.88ms
step:349/3250 train_time:701.610s step_avg:2010.34ms
step:350/3250 train_time:703.705s step_avg:2010.58ms
step:351/3250 train_time:705.530s step_avg:2010.06ms
step:352/3250 train_time:707.353s step_avg:2009.52ms
step:353/3250 train_time:710.010s step_avg:2011.36ms
step:354/3250 train_time:711.834s step_avg:2010.83ms
step:355/3250 train_time:713.656s step_avg:2010.30ms
step:356/3250 train_time:715.479s step_avg:2009.77ms
step:357/3250 train_time:717.303s step_avg:2009.25ms
step:358/3250 train_time:719.126s step_avg:2008.73ms
step:359/3250 train_time:720.949s step_avg:2008.21ms
step:360/3250 train_time:722.772s step_avg:2007.70ms
step:361/3250 train_time:724.595s step_avg:2007.19ms
step:362/3250 train_time:726.419s step_avg:2006.68ms
step:363/3250 train_time:728.243s step_avg:2006.18ms
step:364/3250 train_time:730.067s step_avg:2005.68ms
step:365/3250 train_time:731.890s step_avg:2005.18ms
step:366/3250 train_time:733.714s step_avg:2004.68ms
step:367/3250 train_time:735.540s step_avg:2004.20ms
step:368/3250 train_time:737.363s step_avg:2003.70ms
step:369/3250 train_time:740.021s step_avg:2005.48ms
step:370/3250 train_time:741.843s step_avg:2004.98ms
step:371/3250 train_time:743.667s step_avg:2004.49ms
step:372/3250 train_time:745.490s step_avg:2004.01ms
step:373/3250 train_time:747.313s step_avg:2003.52ms
step:374/3250 train_time:749.137s step_avg:2003.04ms
step:375/3250 train_time:751.297s step_avg:2003.46ms
step:375/3250 val_loss:3.90201 train_time:751.297s step_avg:1888.03ms
step:376/3250 train_time:753.121s step_avg:2002.98ms
step:377/3250 train_time:754.946s step_avg:2002.51ms
step:378/3250 train_time:756.770s step_avg:2002.04ms
step:379/3250 train_time:758.593s step_avg:2001.56ms
step:380/3250 train_time:760.416s step_avg:2001.09ms
step:381/3250 train_time:762.268s step_avg:2000.70ms
step:382/3250 train_time:764.092s step_avg:2000.24ms
step:383/3250 train_time:765.915s step_avg:1999.78ms
step:384/3250 train_time:767.739s step_avg:1999.32ms
step:385/3250 train_time:770.397s step_avg:2001.03ms
step:386/3250 train_time:772.220s step_avg:2000.57ms
step:387/3250 train_time:774.049s step_avg:2000.13ms
step:388/3250 train_time:775.873s step_avg:1999.67ms
step:389/3250 train_time:777.696s step_avg:1999.22ms
step:390/3250 train_time:779.519s step_avg:1998.77ms
step:391/3250 train_time:781.342s step_avg:1998.32ms
step:392/3250 train_time:783.167s step_avg:1997.87ms
step:393/3250 train_time:784.990s step_avg:1997.43ms
step:394/3250 train_time:786.813s step_avg:1996.99ms
step:395/3250 train_time:788.636s step_avg:1996.55ms
step:396/3250 train_time:790.459s step_avg:1996.11ms
step:397/3250 train_time:792.282s step_avg:1995.67ms
step:398/3250 train_time:794.106s step_avg:1995.24ms
step:399/3250 train_time:795.929s step_avg:1994.81ms
step:400/3250 train_time:798.024s step_avg:1995.06ms
step:401/3250 train_time:800.681s step_avg:1996.71ms
step:402/3250 train_time:802.503s step_avg:1996.28ms
step:403/3250 train_time:804.325s step_avg:1995.84ms
step:404/3250 train_time:806.147s step_avg:1995.41ms
step:405/3250 train_time:807.970s step_avg:1994.99ms
step:406/3250 train_time:809.792s step_avg:1994.56ms
step:407/3250 train_time:811.615s step_avg:1994.14ms
step:408/3250 train_time:813.437s step_avg:1993.72ms
step:409/3250 train_time:815.261s step_avg:1993.30ms
step:410/3250 train_time:817.084s step_avg:1992.89ms
step:411/3250 train_time:818.908s step_avg:1992.48ms
step:412/3250 train_time:820.731s step_avg:1992.07ms
step:413/3250 train_time:822.554s step_avg:1991.66ms
step:414/3250 train_time:824.377s step_avg:1991.25ms
step:415/3250 train_time:826.200s step_avg:1990.84ms
step:416/3250 train_time:828.023s step_avg:1990.44ms
step:417/3250 train_time:830.680s step_avg:1992.04ms
step:418/3250 train_time:832.502s step_avg:1991.63ms
step:419/3250 train_time:834.328s step_avg:1991.24ms
step:420/3250 train_time:836.151s step_avg:1990.83ms
step:421/3250 train_time:837.973s step_avg:1990.43ms
step:422/3250 train_time:839.795s step_avg:1990.03ms
step:423/3250 train_time:841.617s step_avg:1989.64ms
step:424/3250 train_time:843.440s step_avg:1989.25ms
step:425/3250 train_time:845.535s step_avg:1989.49ms
step:426/3250 train_time:847.359s step_avg:1989.10ms
step:427/3250 train_time:849.182s step_avg:1988.72ms
step:428/3250 train_time:851.006s step_avg:1988.33ms
step:429/3250 train_time:852.830s step_avg:1987.95ms
step:430/3250 train_time:854.654s step_avg:1987.57ms
step:431/3250 train_time:856.477s step_avg:1987.19ms
step:432/3250 train_time:858.300s step_avg:1986.80ms
step:433/3250 train_time:860.957s step_avg:1988.35ms
step:434/3250 train_time:862.780s step_avg:1987.97ms
step:435/3250 train_time:864.603s step_avg:1987.59ms
step:436/3250 train_time:866.426s step_avg:1987.22ms
step:437/3250 train_time:868.250s step_avg:1986.84ms
step:438/3250 train_time:870.074s step_avg:1986.47ms
step:439/3250 train_time:871.898s step_avg:1986.10ms
step:440/3250 train_time:873.721s step_avg:1985.73ms
step:441/3250 train_time:875.544s step_avg:1985.36ms
step:442/3250 train_time:877.368s step_avg:1984.99ms
step:443/3250 train_time:879.192s step_avg:1984.63ms
step:444/3250 train_time:881.016s step_avg:1984.27ms
step:445/3250 train_time:882.839s step_avg:1983.91ms
step:446/3250 train_time:884.662s step_avg:1983.55ms
step:447/3250 train_time:886.486s step_avg:1983.19ms
step:448/3250 train_time:888.310s step_avg:1982.83ms
step:449/3250 train_time:890.967s step_avg:1984.34ms
step:450/3250 train_time:893.062s step_avg:1984.58ms
step:451/3250 train_time:894.885s step_avg:1984.22ms
step:452/3250 train_time:896.709s step_avg:1983.87ms
step:453/3250 train_time:898.534s step_avg:1983.52ms
step:454/3250 train_time:900.356s step_avg:1983.16ms
step:455/3250 train_time:902.178s step_avg:1982.81ms
step:456/3250 train_time:904.001s step_avg:1982.46ms
step:457/3250 train_time:905.825s step_avg:1982.11ms
step:458/3250 train_time:907.648s step_avg:1981.76ms
step:459/3250 train_time:909.471s step_avg:1981.42ms
step:460/3250 train_time:911.293s step_avg:1981.07ms
step:461/3250 train_time:913.115s step_avg:1980.73ms
step:462/3250 train_time:914.938s step_avg:1980.39ms
step:463/3250 train_time:916.761s step_avg:1980.05ms
step:464/3250 train_time:918.585s step_avg:1979.71ms
step:465/3250 train_time:921.242s step_avg:1981.16ms
step:466/3250 train_time:923.065s step_avg:1980.83ms
step:467/3250 train_time:924.887s step_avg:1980.49ms
step:468/3250 train_time:926.709s step_avg:1980.15ms
step:469/3250 train_time:928.531s step_avg:1979.81ms
step:470/3250 train_time:930.354s step_avg:1979.48ms
step:471/3250 train_time:932.177s step_avg:1979.14ms
step:472/3250 train_time:933.999s step_avg:1978.81ms
step:473/3250 train_time:935.821s step_avg:1978.48ms
step:474/3250 train_time:937.643s step_avg:1978.15ms
step:475/3250 train_time:939.738s step_avg:1978.40ms
step:476/3250 train_time:941.560s step_avg:1978.07ms
step:477/3250 train_time:943.383s step_avg:1977.74ms
step:478/3250 train_time:945.207s step_avg:1977.42ms
step:479/3250 train_time:947.029s step_avg:1977.10ms
step:480/3250 train_time:948.851s step_avg:1976.77ms
step:481/3250 train_time:951.509s step_avg:1978.19ms
step:482/3250 train_time:953.330s step_avg:1977.86ms
